"","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","W19","W20","W21","W22","W23","W24","W25","W26","W27","W28","W29","W30"
"D28-4_90",-0.0692792424001291,0.0993137456992279,-0.0569342876424348,0.109459097237595,0.341541359545814,0.0943699942234919,-0.511172250096834,-0.667825838145136,0.261146246957351,0.391294445231071,-0.00880742530409309,-0.429900509899869,0.600989738274772,0.16428923665939,-0.22182169108507,0.0331494840588356,-0.0590814917230588,-0.461612763063963,-0.501686763499465,-0.0884232015138243,-0.320614764680844,0.191308335716857,-0.195209078275342,-0.0521221421672543,-0.189790485090831,0.301881818908576,-0.461843407423057,0.313621454329214,-0.339094708181826,-0.014133721887244
"D28-5_2",-0.0283447044733946,0.123473305801411,-0.0731525353913904,-0.0476441745597438,0.547404008700578,0.111074362874253,-0.913778594146924,-0.553975421401134,0.248987722832095,0.18868424344875,0.254110386354685,-0.0343511221475644,-0.173530154466688,0.141452253286807,-0.0991487144326351,0.07034956367944,-0.145561696224729,0.00469526721538403,0.24470121180295,-0.0857524171223025,-0.080732478816792,0.0578101002373672,-0.192593939740324,0.0657879461508862,0.112299410273571,0.147419955640376,0.00541619621460368,-0.00628025963520072,-0.0200120454601967,0.0700322617121113
"D28-7_4",-0.637186552274682,0.154340900883564,0.0559201102321709,-0.310268092491832,0.511973437953197,0.00429208013026926,-0.762002634685419,-0.769969975241666,0.0201069404669406,0.251239971176854,-0.0644598127763936,0.276208116530815,0.275925601643746,0.0938985242971103,-0.238631172419823,-0.042399986504895,-0.208367153402103,0.0903078694112788,-0.00749627689216109,0.0966047287089331,-0.286888900821203,-0.219250086120283,-0.197806060642897,-0.0129854134132759,-0.468196752420607,0.291835125496378,-0.0854213883000384,0.0335935919001217,-0.0631903284411885,-0.0927229475334966
"D28-8_38",-0.339974670898961,0.0518215141395496,0.0256172708522233,-0.127857095752234,0.499415584759175,0.206730041012861,-0.941448796474453,-0.389510215719514,0.101607731243654,0.515702914974949,0.0142642480608553,-0.105768518002997,0.345513030045576,-0.153699348857266,0.0127499842910587,-0.00478203623615843,-0.0279055150004725,-0.233861992759565,0.263965747819658,0.0928946290963853,-0.0451193999352126,-0.0259569176680237,0.171710556612307,0.218419435138055,-0.105927177873431,0.0893210672376334,-0.19835961715245,0.0396302029726906,0.0824138474193996,0.203312070967057
"D29-1_12",-0.017321966132685,0.0307508369003291,0.00813709380866927,-0.087779029535719,0.843442021771006,0.195414264709432,-0.923870425019704,-0.318119683929399,0.238704719215021,-0.00403996435558968,-0.102459757608328,0.234675957234923,0.331356102553327,0.205882371088917,0.243597900537832,0.0297184493273702,0.068666766837497,-0.0151332280069519,0.219191607210763,-0.183450746433718,0.121834560683113,-0.0486127776477134,0.0891989010748148,0.150466653411685,0.0647916935738674,0.0527257326838795,0.124571484300334,-0.113156008559961,-0.0590639475239526,-0.00799984199925342
"D29-1_15",0.215256613045513,0.00905347944814737,0.0172856105163676,0.10009371018547,0.64892012101833,0.16161784500776,-0.775300871666992,-0.228984074440826,0.267604819136026,-0.052340166157827,-0.222911280313167,-0.0842407807588405,0.191061241129733,-0.261446637826532,0.05522080442585,-0.00476738314017027,-0.00369031561852567,-0.0841154031621251,0.0296593921101612,0.0650100295819897,0.217946846478648,-0.078672899126094,-0.430987520383473,0.0854911309020574,-0.108080579916102,0.0656527011758163,0.22813867302852,-0.0033880757734526,0.377978736716366,-0.0290343643010151
"D29-1_35",0.0462949911873007,-0.11100366579632,0.0337473298266577,-0.0777826246765374,0.537522517062328,0.124655926719732,-0.826715182046634,-0.292577349427135,-0.0301383309785015,0.430282033035896,-0.420393991463546,0.164120076295785,0.304464176707612,0.0593183454020914,-0.0649748601057666,-0.202187463802755,-6.06318761281726e-05,-0.130758047034226,0.0999984602401488,-0.305642709260902,0.154601959514627,0.112644162912034,-0.143650799737763,0.227719530497848,-0.129706525089274,0.0416696381971058,-0.0640085143910904,0.17303365629393,0.215416581623641,0.147007861741708
"D29-1_58",-0.130924579620625,0.0731945210092822,0.0134882617500344,-0.0510885533225122,0.666503890076631,0.164927616348841,-0.831284138826519,-0.0775717951499498,0.337145137410144,0.0671703889859882,-0.194724354240799,0.0771934812691245,0.267147780125205,0.0697418410320225,0.218858499525898,0.0127143616075447,0.223494125958548,-0.0681995445053926,0.120987760142422,-0.215772063881573,0.0622842898344191,0.130069442200861,0.0561841032345776,0.170820194458037,0.141626515077557,0.130860709437996,-0.0820639445556197,-0.0592069553420657,0.197830470602324,0.182004515202402
"D29-1_66",0.153310709212582,0.00856417426808311,-0.0642615653144515,0.221482764357655,0.495702915465895,0.271206373397409,-0.594412546697275,-0.0969278205109667,0.445913774008705,0.326268188001425,-0.370816074108604,-0.169656533762236,0.232350494969488,0.0697694742848645,-0.0969648718471463,0.0878446728161467,0.317063186461831,0.0887003820804972,-0.05356150303694,-0.173668068390175,0.190424012518633,0.402873139568047,0.110202392221596,-0.217536791872417,0.135500761607699,0.229279456035341,-0.141470072731789,0.195127113809073,0.0897524176687547,0.0334494407589113
"D29-1_67",-0.112590497051524,0.0406257495619513,-0.052613736954863,0.0928532985366082,0.695686424005452,0.152058994134024,-1.16319541655239,-0.512628491301157,0.516227517392219,0.241590859758047,-0.00419412485074984,0.518531450976712,0.41633736642595,0.165628027242865,0.485239349089733,-0.312617045524062,0.217572930533003,-0.131062565520851,0.0202750905220342,0.33256051261488,0.163096618965842,0.0370225856799296,0.00836619020469549,0.267352651214646,0.40459844281976,-0.112266045038196,-0.223700672643356,-0.16720238716049,0.0997768603037465,-0.265546080481202
"D29-1_71",-0.225335864695792,-0.0703000290599242,-0.0103765632241207,0.016120541454023,0.564119241854363,0.105090236790274,-0.878620265393008,-0.209051851047218,0.276703715633256,0.0285913721919494,-0.48521850466888,0.0990856021053764,-0.0246778663096322,-0.0516304100918615,-0.0788890937740321,0.149980129614978,-0.0900757637792773,-0.13988190549809,-0.115142953226385,0.110252264628871,0.317982887083159,0.0314878358582003,-0.0709738493162302,-0.158054525106726,0.0406098353745182,0.0853361533930213,0.101636471014726,-0.0471568548921697,0.204911372338057,0.0531159931027554
"D29-1_72",-0.193261318999901,0.0389471927580977,-0.0250579274389834,-0.00324607816405712,0.618778611864927,0.132336763687188,-0.775418852762441,-0.353314241460142,0.308903254008412,0.227555510168461,-0.0834606614515578,0.0482284775235578,0.100264887175891,-0.0851594444359355,-0.211618331865986,-0.134725019083989,-0.0728612886973811,-0.120153866511581,0.252802969350934,-0.112067835406145,-0.075816452170657,0.0867928807173985,-0.147513208648517,-0.105336996888292,-0.289950738075521,-0.0951730811795269,-0.137973520450389,-0.0662996076336763,-0.209717486469533,-0.042615862871294
"D29-1_73",-0.0734273221945278,0.11900584325095,0.00609679493527993,0.0851514357596722,0.531722858902291,0.252335918437281,-0.679589326413691,-0.100280706082123,0.265814233627225,0.317334797981973,0.150642979131423,-0.0416043517348706,0.179588675809398,-0.134569745309803,-0.1262744405009,0.117363328457849,-0.038982593969083,-0.0625385543903526,0.321159569315699,-0.261822396574255,0.170468132540436,0.0900286567843544,0.304005319849927,0.151177008157392,-0.150494560958115,0.173660384814167,0.0622540507895464,-0.00967019084061815,0.179607477034706,0.128770782028183
"D29-1_86",-0.205949034800986,0.0616379682690276,0.020631983701613,-0.0528165755870168,0.621329507664202,0.0576647320572626,-0.972147251459198,-0.224885429926517,0.270972807407061,0.189836194742138,-0.1060189875995,0.0756578427724388,0.0158031168957096,0.00875534033094288,0.266154380569698,-0.162955460915411,0.322752391212466,-0.00301403047571373,0.184672046822993,-0.1034052497287,-0.1090347647757,0.215889738554287,-0.141287649457961,0.104555213491198,-0.194700736612886,0.051774546820374,0.0581681281109744,-0.0337662397162206,0.118521979813603,-0.145096857696128
"D29-1_90",-0.18499270974988,0.122621805481013,-0.104279177936271,-0.0799862949369514,0.351938953249937,0.0650446869870338,-0.648646227314363,-0.15958106022891,0.215847968640875,0.121166623570706,0.141016608839556,0.0683032803861129,0.0333488091947787,-0.0124775532473346,-0.152250303367128,0.0324304316315784,0.111651803457947,0.108445435139818,-0.00806982356596708,-0.151855488066339,0.0662765681064077,-0.0263346996546522,-0.0664904902045604,0.0792818407095338,-0.133788917776566,0.15148439331723,-0.169751144605424,-0.14198773458019,-0.14021276243865,-0.000113584450876537
"D29-2_19",0.0882694857789946,0.0476801428023416,-0.0403353237283387,0.10243361730201,0.544904275774035,-0.0668532124269145,-0.649170102234889,-0.448802314631879,0.294844192783183,0.0498686003706994,0.101325821846727,-0.0951141385143504,0.426319035914464,0.13677462617807,-0.178605732132105,-0.0957445456250748,0.0230947488359724,0.294043979991173,0.111494660768383,-0.0548039542063696,-0.181782514585368,0.451877249717579,-0.219028526211478,-0.0699878534472717,-0.0852558188998889,0.283831946699189,-0.0709667849566677,-0.11225817829466,0.0373012648814925,-0.345662475327227
"D29-2_42",0.0215453403242032,0.0921144548590972,-0.0491110157564975,-0.0592225164034424,0.48239276878193,0.00827794303949899,-0.691824602634155,-0.504276348302485,0.642724092858253,-0.0302513461365897,0.0126575522277161,0.0297549968809164,0.0686263530287712,0.073062437553952,0.0300544604328994,-0.0735965445806613,0.333438179377349,0.270257777315416,0.221119051821994,-0.144305567494442,-0.239846432952261,-0.126122846438287,-0.0857137746207342,0.0211017126449321,-0.0677385698708,0.342952291579338,0.0106094036358524,-0.168670601866902,0.0958143289707544,-0.14434019191358
"D29-2_43",-0.110016627552193,-0.00373918697517783,-0.00720009388352816,0.0436931373923261,0.402631147532993,0.0187292257221769,-0.56348502337822,-0.338553904109912,0.5606376027973,0.394836039325335,-0.312096167180977,0.030306481775179,-0.0627595726764435,-0.127959858571696,0.0472153571712567,0.0867789354341465,-0.0758724965716369,0.0583490034147308,0.180301480977234,0.085807253142798,-0.0865051503735943,0.189852269023238,0.111634633971987,0.0254087253986162,0.202374577290911,0.00135301257668128,0.21941333923533,-0.337514922730018,0.0229925458939312,0.221078873959056
"D29-2_47",-0.0706884348618011,0.0164625532519606,0.0415877763727062,-0.0436197792081099,0.660113014418862,0.194534543944135,-0.848012662602773,-0.28888203161672,0.364125152104895,0.192346611101078,-0.254182429855396,0.0577963679072482,0.0974578553394298,0.0456322564231059,0.464817235367464,0.0431098308383758,-0.00827026077842796,0.176243436670707,0.232922486818956,-0.139685481189172,0.0626340957682595,0.161011491755723,-0.0111077330993036,0.0455810880221457,0.355513311710723,-0.280639091464322,0.369690360142307,0.178759414268525,-0.0255156423695942,0.354274947604543
"D29-2_58",-0.185808856041004,0.0686230854219192,-0.100053952822374,0.000419173813927714,0.43880660078211,0.142254675283935,-0.858007038476169,-0.301084462904171,0.367482135081531,0.361025800530318,-0.260207262047677,-0.0239711118243611,0.0714338218889247,0.0151275468267354,-0.033476686530784,-0.0828242164491628,-0.0503793108366214,-0.0152277629238062,0.215105438525134,-0.170107437194883,-0.160222504788178,0.102835457434183,-0.026432400761694,0.0491116323571086,0.502735333484131,-0.0327356987917459,-0.110444877583787,-0.155133611947566,0.0922918891138291,0.0204144517163292
"D29-2_59",0.1659097744648,0.0201003569168913,-0.205646642257753,0.21475450768297,0.503908033135153,0.263782460397295,-0.877460372912295,-0.261831576332288,0.51607810118017,0.204432070008229,0.247670854030721,-0.0898657549579247,-0.414315938086869,0.238368971621802,-0.246046120758969,0.164693730284072,0.438865363729226,0.887944001027266,0.189604000670182,-0.469052815275919,-0.270318203043699,0.0357810282422867,-0.0731042269997056,-0.176514753066729,-0.160044672476467,0.423208082717028,-0.71247805330013,0.322542097675852,-0.426485872849753,-0.14091255682217
"D29-2_64",-0.116773762943363,0.0801979059872438,-0.0160840248369225,-0.00734497306858905,0.476660194994634,0.278975659009703,-0.795783289471629,-0.173747249554096,0.350841018030426,0.123402520750455,-0.0213960792756837,-0.0125871527178149,-0.0330327588838233,0.00411322346560899,0.010075940159081,-0.17511545816826,-0.124839269571061,0.102448869417016,0.429161847851045,-0.171630603011543,0.0266887840646176,0.280256374765705,-0.00876564733535241,-0.161822527163974,0.087462398296307,0.0784298032370347,0.0821214555495508,0.0343689399355141,-0.187391123882114,0.132104720690274
"D29-2_68",-0.301971264399544,-0.0478147103859979,-0.0977479511777592,-0.0880831214278551,0.61924707518076,0.207655817413111,-0.946904131525944,-0.292803129959845,0.248051441047363,0.210539793110752,-0.0324619546144043,-0.0875834241339691,-0.0154285403865126,0.236180051638232,-0.0625152760880365,-0.118300743831577,0.0709154476699007,0.0782013765473534,0.0714993419986802,-0.3435368701862,-0.0906241627663441,0.303568746039191,-0.322933343423246,-0.208027886605973,0.143332082762773,0.292785840675695,-0.0322151528880648,-0.265049852361202,-0.0944050363883071,-0.0671930381846464
"D29-2_78",-0.0193581034361036,0.0054592828282449,-0.168785683152788,0.0571328259833817,0.517092438083136,0.284562476017886,-0.85711828097407,-0.357345491197519,0.369288011539841,0.210631091923466,0.0069133176536892,0.0681636518823342,0.127585452482995,0.0100425326721639,-0.133689324817409,-0.222348516763835,0.228075100707619,-0.0911237979884701,-0.0628642588253232,0.0771356844771448,-0.0189716243848436,-0.0349520042265912,-0.326526344614688,-0.069272199267278,0.152131593667409,0.145681017357991,-0.0187184258031488,-0.33657430497826,-0.0980706038364016,0.0692882098010484
"D29-2_87",-0.323847400816701,0.0508299794014141,-0.0495014957386962,-0.148677201389369,0.501910600903153,-0.0623039852954176,-1.0457121234588,-0.353295206292916,0.214415171311033,0.144220466662997,-0.221897483921468,-0.0347741929670473,0.425018827181352,0.206856472057833,0.115675694511388,0.0512367359498607,-0.038628373995831,0.0794638085741427,0.259123302976325,-0.196190519931587,0.0361540063976268,-0.0255553872323617,-0.128991108329516,0.101112508917212,0.530663934662854,0.100347286936886,0.294441045546643,-0.0978047972935418,-0.0747295698138671,0.0802442915368373
"D29-2_92",0.278498774777651,0.118943421184465,0.102906821731654,-0.241366910241174,0.372412008356406,0.358523876089948,-0.686904171751796,-0.475678885948483,0.171595038207041,0.00345136126015469,0.125996953770022,0.562598987784167,0.214094306849976,0.0412292196788809,-0.387969700878623,-0.288948545798265,0.00769756237682928,-0.257182813574287,1.02766228204417,-0.0672764970349341,0.441332128616402,0.355484805057467,0.246661522278942,-0.556188248195866,0.291745041311794,-0.197497705875535,0.681233345306041,0.0674813293907877,-0.750773822348755,-0.224869829019764
"D29-3_15",0.0772145141132919,0.034737753254742,0.012936454847483,-0.0305538517643074,0.417652346744954,0.227742926583303,-0.638706095512381,-0.288103426987909,0.133008668477109,0.452979820472762,-0.0790525241168897,-0.114729762507446,-0.113959857975035,-0.0282928192017549,-0.200018659564647,-0.0880823545179329,-0.0521655730718941,0.157346275454519,0.164240445095295,-0.140028126930563,-0.135266185657025,0.150206270269564,0.0419625449198706,0.0249958970631261,-0.108514211288501,-0.0675584817169202,0.201158628321634,-0.127241044729422,0.088727635247203,0.0855774376124553
"D29-3_16",0.0790788215928379,-0.0243241073766698,-0.00275537947199272,0.170748728028294,0.632152486833692,0.158675760441637,-0.715493677103457,-0.0175477488957756,0.384831959720406,0.116467909665578,-0.0542432394947556,0.318265186540896,0.176808974486823,-0.0247207697995988,0.253272948711693,0.195014803146612,0.263458764449425,0.0213621520987418,0.097569291460993,-0.210681700695547,0.0613482790883702,-0.0329144224132899,0.34011357017992,0.179272516711648,-0.201035903948191,0.0497325957499388,0.469566354461516,-0.0939068887267849,0.114471827646032,0.168406821323341
"D29-3_32",0.0138135985481162,0.0681629577884495,-0.0567093166732741,-0.0430818865890583,0.579563457541514,0.177001424035647,-0.925956167319254,-0.286194296067106,0.26141908377006,-0.0134368361118669,0.38955170189433,-0.133825160671161,0.0104949158522287,-0.0686057249868963,0.0403562056690386,-0.00455946693487804,-0.0428134213629841,0.288310546360041,0.170148917872418,-0.201291494100151,-0.04303491627322,0.0715680255015238,0.0485515831966594,-0.255271821341202,0.150385426303339,0.280396437166488,0.295309877325146,-0.174662425613452,0.0184254545971198,-0.189012728813797
"D29-3_44",0.0489155210373456,0.0429369490132057,0.019865914153585,-0.196819082544729,0.632621105924133,-0.00683130099688804,-0.746637588701535,-0.293552569627889,0.0868526391314006,0.285112328905064,-0.0459458888126152,-0.0171766901794261,-0.14935654744142,-0.00342545540104873,-0.125969710675593,0.0012244482662872,0.0554842267065803,0.142580570222111,0.492912352906663,-0.0925451831104803,-0.0660237954401278,-0.0190729416738809,-0.0742143833839757,0.11155571561416,0.139855023831743,0.00867267131798952,0.194723350146419,-0.0927121237947553,-0.064605666065443,0.148163672919065
"D29-3_71",0.00171978825816075,-0.0722339578473114,-0.248049564684314,0.123461027509292,0.36390518999004,-0.399293686670396,-0.937368817337917,-0.476450005519136,0.437362068768525,0.0208152458343177,-0.108128180941424,0.302129629754949,0.00595079444379892,0.550701445982804,-0.748326680622743,0.0569283664773252,0.368507712462027,-0.20899226379333,-0.248442558105856,0.146763196143621,-0.0404757439574125,-0.122425128358573,0.141897901229193,0.0218668007557364,0.392227934255831,0.219642315129354,0.115642096555426,-0.540540390823063,-0.359321331447316,0.105377356109564
"D29-4_3",0.186370246513284,-0.164177597852658,-0.0486348418314561,0.14256289745871,0.269268990173759,0.0155908836502716,-0.464541697971632,-0.660404655753157,0.542033431205607,0.541000095213458,-0.0290677146336756,0.168527699229101,0.566299181605746,-0.397393802371612,0.121978554057831,-0.255807424998585,0.278929950283665,0.257965507772227,0.191125126662112,0.396521365729878,0.0714194167976258,-0.123627364008329,0.408697639308794,-0.214441075103839,0.135050878814465,-0.223421048718966,-0.0785513263109315,0.459628487841611,-0.0758314172037137,0.0130118732563008
"D29-4_4",0.148942011709917,0.083093715924811,0.0674905725163537,-0.0847149717476917,0.39640121110201,-0.349565897515913,-0.71898089536265,-0.312605396741548,0.331377193718857,0.652867124861247,0.102186156642827,0.0342446499676299,-0.406289116828763,-0.240965532854424,-0.17780620982964,-0.0103628286058962,-0.148909199083176,0.484078567034192,0.181558181172907,0.19456095299332,-0.162873044580046,0.345945376004062,-0.135941854283995,0.267464163183002,0.445411871659024,-0.0931594431350534,0.338605254034822,-0.536245249313499,0.406948625426141,0.165337122675461
"D29-4_6",0.192357780557123,0.0750109291423447,0.096500066907262,-0.0417838394217634,0.359205240453175,0.0677193380712543,-0.64865852657503,-0.397307532378569,0.323013234095996,0.598177720956158,0.270738615988796,-0.298388285930556,0.282304386614325,-0.189106403687866,-0.321878087664712,-0.0591192184858405,0.0540267928997677,0.212820899008008,0.0679448800344306,-0.238118472709083,0.00818169142382313,-0.0858701942567668,0.178554329872869,-0.10359581348213,0.179513372670869,-0.0274167613639886,0.268501103499957,-0.144176675051062,-0.0425656749271793,0.183158525063963
"D29-4_20",0.157406452950578,0.043963019062306,0.0269365860697441,0.0294700213475171,0.466178306425071,0.0466385866014543,-0.619825293193932,-0.596601000533907,0.43617667466581,0.116768756444231,-0.216082233814159,0.195184614046803,0.268949534286468,0.108144994596327,-0.153404683314451,-0.0301941527822214,0.170028507745534,0.0931000063569929,0.132132676328499,-0.0889858495803091,-0.118536367194617,0.00876787463172672,-0.233045454048666,-0.0593812823232746,0.131253761330953,0.0753339680569083,0.00590474843117562,-0.11017483369431,-0.0677552381030947,-0.0529279363202471
"D29-4_48",-0.142653362167977,-0.042484307143739,-0.059820945485598,0.0211814957064119,0.341949428643453,0.275467538458419,-0.81215420630076,-0.187587609032755,0.136976984297783,0.555089577703661,-0.15124713134269,0.0500762269694831,-0.0861320495038261,-0.169014008147348,-0.0809991485067378,0.250167539071037,-0.114751195065944,0.0679561856329349,0.119512574282605,-0.0724171527036014,-0.0447388773207854,0.24438869284898,-0.0913701603737613,0.0145848082198547,-0.0699744793522002,-0.160086945558802,0.0358798152684723,-0.146103304395968,-0.0528397666833961,0.307382994704896
"D29-4_86",-0.0538123335402766,-0.0304271214793175,0.0226680902893762,0.0835174020193588,0.504193650625188,0.0022551644591589,-0.915215027723197,-0.226947378266933,0.733830369097299,0.30517882682007,-0.242175945766429,-0.0839067631076009,0.109739577449305,-0.189520717154872,0.0789425891166006,-0.105162648752544,0.0735092246468569,0.161437694319913,0.0811868584937116,-0.0964555875659423,0.0792613369890791,-0.220012873816714,-0.306403734378244,0.0341160004190804,0.231304997385147,-0.117225949307524,0.316024539231337,0.131953028807181,-0.0720684182935726,-0.144305349100053
"D29-5_6",-0.335032428817549,0.0957145729387078,-0.0125248572175471,0.0107586242475151,0.460270648866959,0.0099650343091993,-0.957882747391635,-0.281392758691194,0.220073622392153,0.156514100303802,0.135113642381806,-0.224971512205156,0.1216832525927,-0.259461254411196,0.0242659903120129,0.0620142132091203,-0.0578150831933477,0.0178400879114105,0.0945328758350002,-0.156812235360265,-0.0602525339907944,0.0217904932276042,0.0609787968562046,0.0792743022786759,-0.202228973374888,0.119238407911931,-0.167890528594199,-0.192258518747562,-0.0333274735406566,0.0324067785623591
"D29-5_51",0.0927357889579609,-0.159704673931029,0.0152900291104327,0.104795959357514,0.428451849968573,-0.118753628308489,-0.757952044877733,-0.369221105168661,0.174593769244508,0.429422878841614,-0.120327494241278,0.131780144319403,0.151435401428865,0.0256307522584589,-0.145486497916631,0.0389440350794402,0.318517427099451,-0.159101997657941,0.0611429533193537,-0.156683329697371,-0.0768561966742779,0.172571307084045,0.226356726026121,0.0515076403858102,0.118063249311198,-0.124993321085929,-0.0165664014144852,0.342742756441508,-0.183185800988623,-0.0695556978210264
"D29-5_79",-0.000247707228661071,0.0960030658870239,-0.135565800012716,-0.112204768781869,0.77536007562164,0.237682716476445,-0.764292288861267,-0.345693700875483,0.110630189245176,-0.112675255950347,-0.0777238954250963,-0.0566977132854075,0.118838483742071,0.140770281556239,0.0439803543428108,0.164950860712183,-0.00866831486361215,-0.0397556956447531,-0.0717827135008531,-0.136490904238199,-0.0113807813749929,0.0246422782530534,0.152328121240453,-0.252563879311567,0.0305153323550624,0.162305908924315,0.202096754910743,0.0182828691140495,0.0601049334920943,0.000205399102089291
